range sp1 sp2 sp3 sp4 sp5 sp6 sp7 sp8 sp9 sp10 median_gnd mean_gnd qdist qscore_resolved qscore_unresolved both_resolved both_unresolved
24.0_29.0 AG-900-M14 AG-337-G06 AG-414-E02 AG-917-F16 AG-464-G03 AG-426-I04 AG-457-A08 AG-893-O06 AG-915-I10 AG-898-J17 30.0944 30.3256 0.269841 125 28.3333 125 37
24.0_29.0 AG-891-E06 AG-913-E11 AG-439-N16 AG-910-M21 AG-895-F20 AG-895-F07 AG-900-M14 AG-464-G03 AG-426-C22 AG-891-J06 29.972 29.6241 0.288889 119 30.3333 119 91
24.0_29.0 AG-898-J17 AG-891-K18 AG-414-E02 AG-913-I22 AG-426-M22 AG-414-P09 AH-287-F15 AG-404-P01 AG-337-E07 AG-891-G23 30.2013 30.1271 0.311111 112 32.6667 112 91
24.0_29.0 AH-287-F15 AG-337-G06 AG-461-P14 AG-414-B15 AG-894-M18 AG-426-I04 AG-457-A08 AG-414-N23 AG-891-J18 AG-897-G20 30.0206 30.3413 0.250794 131 26.3333 131 43
24.0_29.0 AG-461-P14 AG-894-A11 AG-439-O05 AG-920-I07 AG-414-E02 AG-911-G03 AG-464-G03 AG-915-C06 AG-919-D10 AG-897-G20 30.1898 30.4596 0.492063 55 51.6667 55 115
24.0_29.0 AG-897-G20 AG-899-I09 AG-430-F03 AG-916-O06 AG-907-B09 AG-461-P14 AH-287-F15 AG-464-G03 AG-319-D07 AG-914-O14 30.1983 30.5726 0.288889 119 30.3333 119 91
24.0_29.0 AG-426-O05 AG-917-N08 AG-910-M21 AH-287-F15 AG-891-J04 AG-894-A11 AG-461-P14 AG-426-C22 AG-414-N23 AG-911-E22 30.1969 29.6985 0.253968 130 26.6667 130 43
24.0_29.0 AG-897-G20 AG-899-I09 AG-414-E02 AG-325-B10 AG-426-M22 AG-907-B09 AG-337-G06 AG-464-G03 AG-319-D07 AG-893-I03 30.3369 30.7635 0.288889 119 30.3333 119 91
24.0_29.0 AG-404-J20 AG-894-F15 AG-913-A07 AG-461-E04 AG-907-B09 AG-900-M14 AG-447-L18 AG-912-F03 AG-897-E09 AG-891-K18 30.1054 29.683 0.387302 88 40.6667 88 86
24.0_29.0 AH-287-F15 AG-893-L04 AG-337-G06 AG-461-P14 AG-893-L13 AG-896-L20 AG-414-E02 AG-426-O05 AG-464-G03 AG-899-I09 29.8917 29.4794 0.253968 130 26.6667 130 73
24.0_29.0 AH-287-F15 AG-909-G09 AG-895-F20 AG-900-M14 AG-414-E02 AG-404-J20 AG-325-E20 AG-426-I04 AG-457-A08 AG-891-J18 30.0727 29.5059 0.253968 130 26.6667 130 43
24.0_29.0 AH-287-F15 AG-895-F07 AG-900-K14 AG-900-M14 AG-404-J20 AG-461-C04 AG-461-M18 AG-426-I04 AG-896-E11 AG-898-J17 30.0408 29.9876 0.180952 153 19 153 38
24.0_29.0 AG-898-J17 AG-899-I09 AG-907-E04 AG-919-M05 AG-910-M21 AH-287-F15 AG-894-A11 AG-461-P14 AG-464-G03 AG-899-C14 30.4913 30.899 0.365079 95 38.3333 95 91
24.0_29.0 AG-439-O05 AG-349-F22 AG-903-K07 AG-896-M10 AG-907-B09 AG-439-D15 AG-426-I04 AG-426-C22 AG-893-I03 AG-891-J06 30.0403 29.5673 0.365079 95 38.3333 95 115
24.0_29.0 AG-900-M14 AG-914-D08 AG-916-O22 AG-349-F22 AG-913-A07 AG-917-F16 AG-910-E21 AG-464-G03 AG-911-L10 AG-898-J17 30.1784 30.3203 0.387302 88 40.6667 88 98
24.0_29.0 AG-898-J17 AG-891-J06 AG-898-P13 AG-907-E04 AG-426-I15 AG-907-B09 AH-287-F15 AG-464-G03 AG-426-I04 AG-895-E07 30.1641 30.5162 0.409524 81 43 81 91
24.0_29.0 AG-453-K22 AG-447-K09 AG-414-E02 AG-349-F22 AH-287-F15 AG-439-D15 AG-426-I04 AG-447-L18 AG-892-E23 AG-891-J06 29.9717 29.626 0.409524 81 43 81 91
24.0_29.0 AG-900-M14 AG-337-E07 AG-920-I23 AG-439-B12 AG-464-G03 AG-426-I04 AG-319-D07 AG-892-I02 AG-899-C14 AG-898-J17 30.2041 30.3522 0.203175 146 21.3333 146 20
24.0_29.0 AG-461-P14 AG-895-F07 AG-898-P13 AG-893-O16 AG-913-A07 AG-422-A21 AG-426-I04 AG-319-D07 AG-894-I22 AG-891-K18 30.0582 29.5428 0.311111 112 32.6667 112 64
24.0_29.0 AG-414-B15 AG-917-N08 AG-898-P13 AG-913-N02 AH-287-F15 AG-894-A11 AG-426-I04 AG-457-A08 AG-893-O06 AG-891-K18 30.3219 29.8971 0.365079 95 38.3333 95 115
24.0_29.0 AG-897-G20 AG-891-J06 AH-287-F15 AG-919-N17 AG-900-M14 AG-430-A02 AG-349-C11 AG-893-L13 AH-324-B10 AG-464-G03 30.0932 30.2013 0.288889 119 30.3333 119 91
24.0_29.0 AG-898-J17 AG-891-J06 AG-414-E02 AG-333-D08 AG-910-M21 AH-287-F15 AG-901-G03 AG-337-G06 AG-900-M14 AG-464-G03 30.2194 30.5296 0.253968 130 26.6667 130 73
24.0_29.0 AH-287-F15 AG-895-F20 AG-900-M14 AG-422-A21 AG-910-C16 AG-414-E02 AG-404-J20 AG-894-L13 AG-426-I04 AG-916-I19 29.8414 29.3466 0.288889 119 30.3333 119 91
24.0_29.0 AG-916-O22 AG-919-M05 AG-891-E06 AG-910-J22 AH-287-F15 AG-911-E02 AG-426-I04 AG-894-N13 AG-917-M17 AG-891-J06 30.0855 29.6469 0.409524 81 43 81 91
24.0_29.0 AG-898-J17 AG-899-I09 AG-893-L13 AG-447-O23 AG-414-E02 AG-414-D07 AG-916-O22 AG-337-G06 AG-426-I04 AG-893-F05 30.1422 30.3334 0.409524 81 43 81 104
24.0_29.0 AG-414-E02 AG-919-C02 AG-913-N02 AH-287-F15 AG-337-G06 AG-464-G03 AG-426-I04 AG-457-A08 AG-891-K21 AG-909-K20 29.7255 29.3795 0.269841 125 28.3333 125 37
24.0_29.0 AH-287-F15 AG-404-N21 AG-900-M14 AH-326-G20 AG-349-D19 AG-464-G03 AG-426-I04 AG-913-M07 AG-892-N06 AG-898-J17 30.1611 30.3939 0.273016 124 28.6667 124 43
24.0_29.0 AG-414-E02 AG-447-I09 AG-430-A02 AG-907-B09 AH-287-F15 AG-426-I21 AG-900-K14 AG-319-D07 AG-894-C10 AG-897-G20 30.1178 30.2221 0.466667 63 49 63 122
24.0_29.0 AH-287-F15 AG-895-F20 AG-461-P14 AG-913-A07 AG-917-F16 AG-918-M20 AG-464-G03 AG-447-L18 AG-912-F03 AG-916-L20 30.0405 29.6067 0.180952 153 19 153 24
24.0_29.0 AG-914-M14 AG-917-F16 AG-430-J07 AG-414-E02 AG-916-O06 AG-907-B09 AG-461-P14 AG-919-N17 AG-426-I04 AG-422-J16 29.5567 29.1286 0.311111 112 32.6667 112 91
24.0_29.0 AG-414-E02 AG-891-E06 AG-910-M21 AH-287-F15 AG-914-D08 AG-333-C14 AG-464-G03 AH-324-F15 AG-893-E15 AG-898-J17 30.2194 30.6401 0.387302 88 40.6667 88 79
24.0_29.0 AG-422-J20 AG-919-F21 AG-414-E02 AG-917-C11 AH-287-F15 AG-464-G03 AG-426-I04 AG-426-C22 AG-895-A09 AG-891-K18 30.2263 29.7593 0.466667 63 49 63 95
24.0_29.0 AG-898-J17 AG-891-K18 AG-325-E20 AG-422-A21 AG-920-I23 AG-901-G03 AG-464-G03 AG-426-I04 AG-422-E02 AG-915-I10 30.2557 30.901 0.387302 88 40.6667 88 73
24.0_29.0 AG-898-J17 AG-891-J06 AG-414-E02 AG-920-I23 AG-359-B04 AG-337-G06 AG-426-I04 AG-319-D07 AG-893-I03 AG-901-E23 30.2875 30.5766 0.365079 95 38.3333 95 73
24.0_29.0 AH-287-F15 AG-916-I16 AG-333-C14 AG-461-P14 AG-899-M19 AG-907-E04 AG-914-L04 AG-896-O16 AG-390-I07 AG-457-A08 29.8475 29.339 0.180952 153 19 153 31
24.0_29.0 AG-897-G20 AG-891-K18 AG-918-M20 AG-439-N16 AG-893-L13 AH-287-F15 AG-422-B15 AG-426-I04 AH-324-F15 AG-893-E15 30.4092 30.5441 0.409524 81 43 81 91
24.0_29.0 AG-898-J17 AG-891-K18 AG-426-I04 AG-319-D07 AG-891-K19 AG-916-M14 AG-414-E02 AG-905-M05 AG-439-O05 AG-913-N02 30.3562 30.6182 0.365079 95 38.3333 95 73
24.0_29.0 AG-464-G03 AG-426-I04 AG-893-I03 AG-893-E16 AG-914-A09 AG-893-L13 AH-287-G05 AG-414-E02 AG-439-O05 AG-891-K18 29.8676 29.405 0.295238 117 31 117 43
24.0_29.0 AG-918-E06 AG-426-O05 AG-910-M21 AH-287-F15 AG-426-I21 AG-893-B07 AG-900-M14 AG-464-G03 AG-891-K19 AG-898-J17 30.0753 30.373 0.253968 130 26.6667 130 80
24.0_29.0 AG-893-L13 AH-287-J18 AG-414-E02 AG-907-B09 AG-461-P14 AG-464-G03 AG-426-I04 AG-457-A08 AG-916-M14 AG-891-K18 30.0988 29.8638 0.387302 88 40.6667 88 73
24.0_29.0 AG-907-E04 AG-893-L13 AG-911-G16 AG-414-A03 AG-461-P14 AG-464-G03 AG-426-I04 AG-891-P06 AG-893-E23 AG-891-K18 30.026 29.5574 0.295238 117 31 117 43
24.0_29.0 AG-430-F16 AG-893-L13 AG-918-K13 AG-414-B15 AG-907-B09 AH-287-F15 AG-337-G06 AG-461-P14 AG-464-G03 AG-912-F03 29.7676 29.2873 0.203175 146 21.3333 146 64
24.0_29.0 AG-414-E02 AG-430-F03 AG-907-B09 AH-287-F15 AG-914-B16 AG-461-P14 AG-319-D07 AG-893-G20 AG-919-D10 AG-898-J17 30.1983 30.5248 0.365079 95 38.3333 95 79
24.0_29.0 AG-898-J17 AG-891-J06 AG-920-I23 AG-916-E19 AG-895-E15 AG-907-B09 AH-287-F15 AG-422-B15 AG-900-M14 AG-891-P20 30.1593 30.4161 0.288889 119 30.3333 119 91
24.0_29.0 AG-430-F03 AG-390-M15 AG-920-I06 AG-910-M21 AG-895-F07 AG-464-G03 AG-426-I04 AG-457-A08 AG-891-P06 AG-897-G20 29.9118 30.2354 0.339683 103 35.6667 103 95
24.0_29.0 AG-897-G20 AG-891-J06 AG-414-E02 AG-899-J23 AG-916-L09 AH-287-F15 AG-464-G03 AG-426-I04 AG-319-D07 AG-893-O06 30.1731 30.0624 0.269841 125 28.3333 125 73
24.0_29.0 AG-453-K22 AG-911-G03 AG-916-O22 AH-287-F15 AG-337-G06 AG-464-G03 AG-426-I04 AG-447-L18 AG-904-O04 AG-897-G20 30.0297 30.2771 0.311111 112 32.6667 112 52
24.0_29.0 AG-893-L13 AH-324-B10 AG-426-D09 AG-414-D07 AG-910-M21 AG-914-B16 AG-464-G03 AG-426-I04 AG-457-A08 AG-912-F03 29.8385 29.0722 0.196825 148 20.6667 148 43
24.5_29.5 AH-321-D15 AG-343-E15 AG-899-I09 AG-911-F16 AG-899-B02 AG-900-M14 AG-916-I16 AG-426-L15 AG-891-O15 AG-464-G03 30.5864 31.0225 0.180952 153 19 153 37
24.5_29.5 AG-891-K18 AG-390-N04 AG-897-G20 AG-414-E02 AG-920-I07 AH-287-F15 AG-422-B15 AG-464-G03 AG-422-E02 AG-912-N03 30.3762 31.0618 0.311111 112 32.6667 112 57
24.5_29.5 AG-911-F16 AG-916-C10 AH-321-D15 AG-453-B23 AG-461-P14 AG-893-B07 AG-414-E02 AG-916-L09 AG-464-G03 AG-426-I04 30.3394 30.5452 0.165079 158 17.3333 158 52
24.5_29.5 AG-897-G20 AH-321-D15 AG-900-M14 AH-287-F15 AG-414-E02 AH-321-L23 AG-464-G03 AG-426-I04 AG-457-A08 AG-893-F05 30.0944 30.271 0.203175 146 21.3333 146 52
24.5_29.5 AG-390-M22 AG-390-A05 AG-908-A02 AG-891-J21 AG-897-B03 AG-916-E15 AG-892-K21 AG-404-F06 AG-916-L03 AG-897-G22 29.4936 29.2025 0.236508 139 21.3333 146 7
24.5_29.5 AG-390-M22 AG-390-M23 AG-337-P13 AG-913-K11 AG-325-I09 AG-899-P08 AG-892-K21 AG-920-B11 AG-901-C10 AG-917-J15 29.3259 29.0529 0.236508 139 21.3333 146 7
24.5_29.5 AG-390-M22 AG-390-M23 AG-337-P13 AG-913-K11 AG-447-L22 AG-899-P08 AG-916-A19 AG-404-F06 AG-892-E21 AG-897-G22 29.4303 29.2074 0.236508 139 21.3333 146 7
24.5_29.5 AG-390-M22 AG-390-J06 AG-913-K11 AG-891-J21 AG-349-C04 AG-899-P08 AG-891-I06 AG-892-K21 AG-893-K11 AG-897-G22 29.3853 29.1478 0.236508 139 21.3333 146 7
24.5_29.5 AG-390-M22 AG-390-A05 AG-913-K11 AG-900-G19 AG-447-L22 AG-916-E15 AG-916-A19 AG-404-F06 AG-916-L03 AG-897-G22 29.4904 29.2579 0.236508 139 21.3333 146 7
24.5_29.5 AG-390-M22 AG-390-M23 AG-337-P13 AG-913-K11 AG-447-L22 AG-916-E15 AG-916-A19 AG-404-F06 AG-916-L03 AG-917-J15 29.437 29.2006 0.236508 139 21.3333 146 7
24.5_29.5 AG-390-M22 AG-390-J06 AG-893-F23 AG-891-J21 AG-897-B03 AG-899-P08 AG-453-G16 AG-920-B11 AG-894-A06 AG-917-J15 29.3097 29.0697 0.236508 139 21.3333 146 7
24.5_29.5 AG-897-G20 AG-422-M03 AH-321-D15 AH-326-G20 AG-414-B15 AG-414-E02 AG-903-D02 AH-287-F15 AG-464-G03 AG-426-I04 30.2936 30.5698 0.365079 95 38.3333 95 115
24.5_29.5 AG-414-E02 AG-337-D16 AG-910-M21 AH-287-F15 AG-891-J04 AG-900-M14 AG-426-I04 AG-447-L18 AG-913-M07 AH-321-D15 30.1249 29.6743 0.250794 131 26.3333 131 79
24.5_29.5 AG-899-I09 AG-422-M03 AH-287-F15 AG-896-A02 AG-461-P14 AG-447-P19 AG-916-O22 AG-414-E02 AG-464-G03 AG-891-P06 30.4136 30.2831 0.288889 119 30.3333 119 91
24.5_29.5 AG-911-F16 AG-898-J17 AG-891-K18 AG-426-F20 AG-422-A21 AG-919-M05 AG-414-L09 AG-910-M21 AG-464-G03 AG-426-I04 30.5904 30.8825 0.269841 125 28.3333 125 73
24.5_29.5 AH-321-D15 AG-899-I09 AG-898-J17 AG-916-D16 AG-426-I15 AG-414-E02 AG-910-M21 AH-287-F15 AG-895-F07 AG-892-I02 30.4027 30.7556 0.387302 88 40.6667 88 115
24.5_29.5 AG-390-M22 AG-390-A05 AG-918-L06 AG-913-K11 AG-430-F05 AG-899-P08 AG-453-G16 AG-404-F06 AG-893-B06 AG-917-J15 29.4945 29.2173 0.236508 139 21.3333 146 7
24.5_29.5 AH-321-D15 AG-426-F20 AG-891-J06 AG-916-C10 AG-900-M14 AG-894-I07 AG-414-E02 AG-912-G22 AG-349-N13 AG-319-D07 30.3353 30.8348 0.269841 125 28.3333 125 73
24.5_29.5 AH-321-D15 AG-390-N04 AG-891-K18 AG-911-F16 AG-899-B02 AG-414-E02 AG-461-M18 AG-893-L04 AG-426-I04 AG-895-E07 30.3442 30.7884 0.238095 135 25 135 37
24.5_29.5 AG-891-K18 AG-435-F03 AG-899-B02 AG-430-G14 AG-430-A02 AG-414-E02 AG-337-E07 AG-426-I04 AG-447-L18 AG-910-G09 30.4877 30.2613 0.387302 88 40.6667 88 79
24.5_29.5 AG-390-M22 AG-390-J06 AG-337-P13 AG-895-C20 AG-349-C04 AG-899-P08 AG-892-K21 AG-404-F06 AG-901-C10 AG-917-J15 29.3259 29.1665 0.236508 139 21.3333 146 7
24.5_29.5 AG-390-M22 AG-390-A05 AG-908-A02 AG-900-G19 AG-325-I09 AG-899-P08 AG-916-A19 AG-920-B11 AG-915-G07 AG-897-G22 29.378 29.0923 0.236508 139 21.3333 146 7
24.5_29.5 AG-390-M22 AG-390-J06 AG-913-K11 AG-900-G19 AG-447-L22 AG-899-P08 AG-916-A19 AG-404-F06 AG-894-A06 AG-917-J15 29.3259 29.1802 0.236508 139 21.3333 146 7
24.5_29.5 AG-911-F16 AG-422-M03 AG-897-G20 AH-321-D15 AG-891-K18 AG-414-E02 AG-918-N23 AG-913-N02 AG-426-I04 AG-899-M17 30.5719 31.1271 0.165079 158 17.3333 158 37
24.5_29.5 AG-911-F16 AG-897-G20 AG-891-J06 AG-390-N04 AG-414-E02 AG-916-N14 AG-913-N02 AG-900-M14 AG-337-G06 AG-426-C22 30.4693 30.9522 0.269841 125 28.3333 125 73
24.5_29.5 AH-321-D15 AG-453-B23 AG-899-I09 AG-899-B02 AG-461-P14 AG-918-M20 AG-464-G03 AG-426-I04 AG-457-A08 AG-414-N23 30.4288 30.2411 0.126984 170 13.3333 170 16
24.5_29.5 AG-390-M22 AG-390-A05 AG-918-L06 AG-904-A13 AG-447-L22 AG-916-E15 AG-892-K21 AG-422-G06 AG-893-B06 AG-897-G22 29.4549 29.2036 0.236508 139 21.3333 146 7
24.5_29.5 AG-898-J17 AG-892-M03 AH-321-D15 AG-426-F20 AG-414-E02 AG-896-D15 AG-910-M21 AH-287-F15 AG-894-A11 AG-426-I04 30.5864 31.2971 0.231746 137 24.3333 137 73
24.5_29.5 AG-911-F16 AG-916-C10 AH-321-D15 AG-918-B08 AG-430-F03 AG-414-E02 AG-913-N02 AG-461-P14 AG-464-G03 AG-447-L18 30.3737 30.6776 0.365079 95 38.3333 95 115
24.5_29.5 AG-390-M22 AG-390-A05 AG-900-K16 AG-893-F23 AG-349-C04 AG-899-P08 AG-453-G16 AG-422-G06 AG-915-G07 AG-917-J15 29.3097 29.178 0.236508 139 21.3333 146 7
24.5_29.5 AG-891-K18 AG-426-F20 AG-892-M03 AG-422-B23 AG-349-N13 AG-414-E02 AG-914-C06 AG-907-B09 AG-461-P14 AG-891-K05 30.4734 30.7634 0.466667 63 49 63 140
24.5_29.5 AG-911-F16 AG-898-J17 AH-321-D15 AG-891-J06 AG-461-P14 AG-893-L04 AG-422-J20 AG-349-C11 AG-414-E02 AG-426-I04 30.5045 30.9833 0.269841 125 28.3333 125 73
24.5_29.5 AG-900-M14 AH-287-F15 AG-414-E02 AG-913-I14 AG-464-G03 AG-913-M07 AG-903-I23 AG-911-F16 AG-899-B02 AG-897-G20 30.5752 31.121 0.288889 119 30.3333 119 57
24.5_29.5 AG-911-F16 AG-422-M03 AG-897-G20 AG-891-J06 AH-287-F15 AG-337-E07 AG-900-M14 AG-916-K14 AG-464-G03 AG-892-I02 30.6151 30.7718 0.0761905 186 8 186 24
24.5_29.5 AG-390-M22 AG-390-M23 AG-900-K16 AG-913-K11 AG-897-B03 AG-916-E15 AG-453-G16 AG-891-I06 AG-893-K11 AG-917-J15 29.2641 29.1163 0.236508 139 21.3333 146 7
24.5_29.5 AG-390-M22 AG-390-J06 AG-904-A13 AG-900-G19 AG-897-B03 AG-899-P08 AG-916-A19 AG-422-G06 AG-901-C10 AG-917-J15 29.3097 29.1187 0.236508 139 21.3333 146 7
24.5_29.5 AG-390-M22 AG-390-M23 AG-908-A02 AG-891-J21 AG-430-F05 AG-916-E15 AG-453-G16 AG-422-G06 AG-901-C10 AG-897-G22 29.2826 29.133 0.236508 139 21.3333 146 7
24.5_29.5 AG-390-M22 AG-390-A05 AG-894-L20 AG-900-G19 AG-349-C04 AG-916-E15 AG-453-G16 AG-920-B11 AG-915-G07 AG-917-J15 29.24 29.1361 0.236508 139 21.3333 146 7
24.5_29.5 AH-321-D15 AG-390-N04 AG-899-B02 AH-287-F15 AG-911-E02 AG-900-M14 AH-324-J07 AG-464-G03 AG-447-L18 AG-891-P06 30.2613 30.3233 0.0857143 183 9 183 27
24.5_29.5 AH-321-D15 AG-343-E15 AG-899-B02 AH-287-F15 AG-914-B16 AG-461-P14 AG-917-I17 AG-426-I04 AG-447-L18 AG-904-O04 30.2061 30.2258 0.180952 153 19 153 27
24.5_29.5 AG-390-M22 AG-390-J06 AG-904-A13 AG-900-G19 AG-349-C04 AG-899-P08 AG-892-K21 AG-920-B11 AG-901-C10 AG-897-G22 29.3275 29.1292 0.236508 139 21.3333 146 7
24.5_29.5 AG-390-M22 AG-390-A05 AG-891-N17 AG-913-K11 AG-430-F05 AG-899-P08 AG-892-K21 AG-920-B11 AG-893-K11 AG-917-J15 29.3259 29.1261 0.236508 139 21.3333 146 7
24.5_29.5 AG-390-M22 AG-390-J06 AG-337-P13 AG-908-A02 AG-430-F05 AG-916-E15 AG-916-A19 AG-404-F06 AG-893-K11 AG-897-G22 29.3879 29.1552 0.236508 139 21.3333 146 7
24.5_29.5 AG-891-O15 AG-426-I15 AG-901-I06 AG-913-N02 AG-909-G09 AG-426-C22 AG-404-B13 AG-893-E16 AG-898-J17 AG-892-M03 30.2602 31.0561 0.492063 55 51.6667 55 115
24.5_29.5 AH-321-D15 AG-891-J06 AG-911-F16 AG-899-B02 AG-910-M21 AG-422-B23 AG-900-M14 AG-464-G03 AG-447-A02 AG-911-I02 30.5045 30.5825 0.269841 125 28.3333 125 43
24.5_29.5 AG-390-M22 AG-390-A05 AG-894-L20 AG-900-G19 AG-325-I09 AG-916-E15 AG-453-G16 AG-422-G06 AG-892-E21 AG-917-J15 29.24 29.0837 0.236508 139 21.3333 146 7
24.5_29.5 AG-911-F16 AG-899-B02 AG-897-G20 AH-321-D15 AG-426-F20 AG-414-E02 AG-891-C15 AG-907-B09 AH-287-F15 AG-912-F03 30.4794 31.1615 0.174603 155 18.3333 155 55
24.5_29.5 AG-390-M22 AG-390-A05 AG-891-N17 AG-893-F23 AG-325-I09 AG-916-E15 AG-453-G16 AG-422-G06 AG-915-G07 AG-897-G22 29.3682 29.0899 0.236508 139 21.3333 146 7
24.5_29.5 AG-390-M22 AG-390-A05 AG-894-L20 AG-918-L06 AG-447-L22 AG-916-E15 AG-916-A19 AG-920-B11 AG-916-L03 AG-917-J15 29.437 29.1977 0.236508 139 21.3333 146 7
24.5_29.5 AG-898-J17 AG-422-M03 AH-321-D15 AG-435-F03 AG-899-I09 AG-464-G03 AG-426-I04 AG-894-N13 AG-457-A08 AG-910-M21 30.7851 30.9768 0.101587 178 10.6667 178 0
25.0_30.0 AG-900-M14 AG-914-J05 AG-894-O04 AG-891-K19 AG-893-K07 AG-426-F20 AG-899-I09 AG-898-J17 AG-911-F13 AG-915-K19 31.011 32.282 0.466667 63 49 63 115
25.0_30.0 AG-414-E02 AG-359-I09 AG-404-N21 AG-464-G03 AG-435-F03 AG-895-B20 AG-404-M02 AG-899-D02 AG-337-E20 AG-911-G14 30.6546 31.0648 0.380952 90 40 90 95
25.0_30.0 AG-894-L20 AG-900-K16 AG-897-B03 AG-390-M22 AG-916-E15 AG-917-J15 AG-920-B11 AG-913-I23 AG-343-C10 AG-895-E03 30.0689 29.7176 0.284127 124 26.3333 131 0
25.0_30.0 AG-891-I06 AG-893-B06 AG-917-J15 AG-390-M22 AG-390-J06 AG-895-C20 AG-891-J21 AG-447-L22 AG-913-I23 AG-426-P19 29.5675 29.5006 0.249206 135 22.6667 142 0
25.0_30.0 AG-900-M14 AH-287-F15 AG-414-E02 AG-915-C07 AG-893-P05 AG-911-F16 AG-916-C10 AH-321-D15 AG-891-J16 AG-404-M02 30.5208 31.0605 0.288889 119 30.3333 119 91
25.0_30.0 AG-414-E02 AG-917-P14 AG-910-M21 AG-461-P14 AG-404-B13 AG-893-K07 AG-897-G20 AG-891-K18 AG-915-O07 AG-892-K07 30.7584 31.2204 0.492063 55 51.6667 55 155
25.0_30.0 AG-898-J17 AG-916-C10 AH-321-D15 AG-907-B09 AH-287-J18 AG-907-B04 AG-895-B20 AG-349-G20 AG-911-F13 AG-915-K19 35 32.6718 0.273016 124 28.6667 124 79
25.0_30.0 AG-899-P08 AG-913-K11 AG-900-G19 AG-349-C04 AG-915-G07 AG-920-B11 AG-897-G22 AG-901-D23 AG-343-C10 AG-895-E03 30.0293 29.7909 0.214286 146 19 153 0
25.0_30.0 AG-343-C10 AG-426-P19 AG-900-K16 AG-913-K11 AG-349-C04 AG-390-M23 AG-916-E15 AG-453-G16 AG-920-B11 AG-901-C10 29.6284 29.5376 0.0555556 196 2.33333 203 7
25.0_30.0 AG-895-C20 AG-891-N17 AG-325-I09 AG-390-J06 AG-899-P08 AG-917-J15 AG-891-I06 AG-901-D23 AG-343-C10 AG-895-E03 29.9591 29.6637 0.284127 124 26.3333 131 0
25.0_30.0 AG-343-C10 AG-895-E03 AG-918-L06 AG-908-A02 AG-390-J06 AG-916-E15 AG-892-K21 AG-404-F06 AG-915-G07 AG-917-J15 29.6755 29.6747 0.311111 112 32.6667 112 7
25.0_30.0 AH-287-F15 AG-901-G03 AG-915-E06 AG-893-I03 AG-897-G20 AG-899-B02 AG-898-B20 AG-359-F09 AG-337-E20 AG-911-G14 31.1762 32.1679 0.311111 112 32.6667 112 91
25.0_30.0 AG-390-M22 AG-390-J06 AG-337-P13 AG-904-A13 AG-916-E15 AG-453-G16 AG-404-F06 AG-893-K11 AG-917-J15 AG-343-C10 29.5784 29.5012 0.311111 112 32.6667 112 7
25.0_30.0 AG-907-B09 AG-891-O15 AH-287-F15 AG-404-N21 AG-457-A08 AG-893-K07 AH-321-D15 AG-891-K18 AG-349-G20 AG-337-B03 30.6979 30.6419 0.409524 81 43 81 129
25.0_30.0 AG-414-E02 AG-916-G03 AG-461-P14 AG-319-D07 AG-891-G05 AG-893-P05 AG-892-M03 AG-915-O07 AG-899-D02 AG-911-G14 30.6952 31.6055 0.577778 28 60.6667 28 155
25.0_30.0 AH-287-F15 AG-447-K09 AG-457-A08 AG-893-K07 AH-321-D15 AG-426-F20 AG-897-G20 AG-337-E20 AG-899-D02 AG-915-K19 31.0804 31.924 0.365079 95 38.3333 95 115
25.0_30.0 AH-287-O21 AH-287-L13 AH-287-F15 AG-917-N15 AG-461-P14 AG-898-J17 AG-891-K18 AG-898-B20 AG-337-B03 AG-892-K07 30.9476 31.7835 0.136508 167 14.3333 167 36
25.0_30.0 AG-390-M22 AG-390-M23 AG-447-L22 AG-904-A13 AG-916-E15 AG-892-K21 AG-920-B11 AG-916-L03 AG-901-D23 AG-426-P19 29.7046 29.6471 0.0222222 203 2.33333 203 7
25.0_30.0 AG-464-G03 AG-447-A02 AG-904-O04 AG-414-E02 AH-287-O21 AG-911-F16 AG-897-G20 AH-321-D15 AG-898-B20 AG-915-O07 30.7914 31.9651 0.219048 141 23 141 24
25.0_30.0 AG-390-M22 AG-390-M23 AG-918-L06 AG-893-F23 AG-916-E15 AG-916-L03 AG-916-A19 AG-897-G22 AG-913-I23 AG-343-C10 29.7156 29.6752 0.330159 106 34.6667 106 0
25.0_30.0 AG-898-J17 AG-891-K18 AG-461-P14 AG-891-J04 AG-414-E02 AG-414-D07 AG-891-P20 AG-893-E23 AG-404-M02 AG-911-F13 30.7666 31.219 0.409524 81 43 81 104
25.0_30.0 AG-898-J17 AG-916-C10 AG-435-F03 AG-461-P14 AH-287-F15 AG-359-I09 AG-447-L18 AG-911-L10 AG-915-O07 AG-891-J16 30.8079 31.4681 0.288889 119 30.3333 119 68
25.0_30.0 AG-910-M21 AG-907-M07 AG-900-M14 AG-464-G03 AG-447-L18 AG-895-A09 AG-899-I09 AG-915-O07 AG-337-E20 AG-899-D02 30.6221 30.3851 0.387302 88 40.6667 88 79
25.0_30.0 AG-390-M22 AG-390-M23 AG-895-C20 AG-899-P08 AG-915-G07 AG-404-F06 AG-917-J15 AG-901-D23 AG-343-C10 AG-895-E03 30.1818 29.8704 0.288889 119 30.3333 119 0
